Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Entry Criteria,Country,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),CPI
2004-0472-VNM,2004,Natural,Hydrological,Landslide,Kill,Viet Nam,23,,,,,,73.88141244
2004-0258-VNM,2004,Natural,Meteorological,Storm,Kill,Viet Nam,14,5,900,,905,7000,73.88141244
2004-0515-VNM,2004,Natural,Biological,Epidemic,Affected,Viet Nam,42,,51,,51,,73.88141244
2005-0120-PHL,2005,Natural,Meteorological,Storm,Kill,Philippines (the),18,,11,,11,,76.38802721
2003-0293-TLS,2003,Natural,Hydrological,Flood,Affected,Timor-Leste,3,,600,,600,,71.95500655
2003-0647-TLS,2003,Natural,Hydrological,Flood,Affected,Timor-Leste,,,450,,450,,71.95500655
2005-9206-KHM,2005,Natural,Climatological,Drought,Affected,Cambodia,,,600000,,600000,,76.38802721
2005-0589-IDN,2005,Natural,Hydrological,Flood,Affected,Indonesia,28,211,12000,,12211,,76.38802721
2005-0718-IDN,2005,Natural,Hydrological,Flood,Kill,Indonesia,79,30,7781,,7811,,76.38802721
2005-0061-TLS,2005,Natural,Biological,Epidemic,Kill,Timor-Leste,22,,336,,336,,76.38802721
2005-0487-IDN,2005,Natural,Hydrological,Landslide,Kill,Indonesia,25,10,,,10,,76.38802721
2005-0430-IDN,2005,Natural,Climatological,Wildfire,Declar,Indonesia,,,,,,,76.38802721
2005-0374-IDN,2005,Natural,Biological,Epidemic,Affected,Indonesia,,,329,,329,,76.38802721
2005-0822-KHM,2005,Natural,Hydrological,Flood,Affected,Cambodia,16,,,,,,76.38802721
2006-0680-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,236,,618486,,618486,,78.85225551
2006-0678-IDN,2006,Natural,Geophysical,Earthquake,Affected,Indonesia,8,200,1000,,1200,,78.85225551
2006-0099-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,39,39,17500,,17539,25000,78.85225551
2006-0311-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,236,56,28505,670,29231,55200,78.85225551
2006-0332-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,52,,18250,,18250,,78.85225551
2006-0074-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,19,,10000,,10000,27100,78.85225551
2006-0192-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,22,2,400,,402,,78.85225551
2006-0328-IDN,2006,Natural,Hydrological,Flood,Kill,Indonesia,41,,,,,,78.85225551
2006-0231-IDN,2006,Natural,Geophysical,Earthquake,Affected,Indonesia,3,2,1200,,1202,,78.85225551
2006-0451-KHM,2006,Natural,Hydrological,Flood,Affected,Cambodia,5,,33000,,33000,,78.85225551
2006-0279-IDN,2006,Natural,Geophysical,Earthquake,Kill,Indonesia,5778,137883,2340745,699295,3177923,3100000,78.85225551
2006-0705-IDN,2006,Natural,Geophysical,Earthquake,Affected,Indonesia,1,14,,100,114,,78.85225551
2006-0372-IDN,2006,Natural,Geophysical,Earthquake,Kill,Indonesia,802,543,35000,,35543,55000,78.85225551
2006-0196-IDN,2006,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,11000,,11000,,78.85225551
2006-0343-IDN,2006,Natural,Hydrological,Flood,Affected,Indonesia,,,5000,,5000,,78.85225551
2006-0007-IDN,2006,Natural,Hydrological,Landslide,Kill,Indonesia,156,13,,8300,8313,27000,78.85225551
2006-0069-IDN,2006,Natural,Hydrological,Landslide,Kill,Indonesia,11,,3000,,3000,10943,78.85225551
2006-0668-IDN,2006,Natural,Hydrological,Landslide,Kill,Indonesia,17,,,,,,78.85225551
2006-0471-IDN,2006,Natural,Climatological,Wildfire,Declar,Indonesia,,200,,,200,14000,78.85225551
2006-0368-KHM,2006,Natural,Hydrological,Flood,Affected,Cambodia,,,5000,,5000,,78.85225551
2006-0749-KHM,2006,Natural,Biological,Epidemic,Affected,Cambodia,,,4368,,4368,,78.85225551
2007-0086-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,74,26,11530,,11556,,81.10165893
2007-0016-IDN,2007,Natural,Hydrological,Landslide,Kill,Indonesia,32,,3990,,3990,,81.10165893
2007-0087-IDN,2007,Natural,Geophysical,Earthquake,Kill,Indonesia,67,826,136834,,137660,200000,81.10165893
2007-0050-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,68,1,217086,,217087,971000,81.10165893
2007-0011-IDN,2007,Natural,Hydrological,Landslide,Kill,Indonesia,11,,,,,,81.10165893
2007-0067-IDN,2007,Natural,Biological,Epidemic,Affected,Indonesia,22,,357,,357,,81.10165893
2005-0540-VNM,2005,Natural,Meteorological,Storm,Kill,Viet Nam,75,28,337632,,337660,219250,76.38802721
2005-0669-PHL,2005,Natural,Hydrological,Flood,Affected,Philippines (the),4,,192946,,192946,515,76.38802721
2005-0540-PHL,2005,Natural,Meteorological,Storm,Kill,Philippines (the),16,,20000,,20000,2000,76.38802721
2005-0506-MYS,2005,Natural,Hydrological,Flood,Affected,Malaysia,4,,600,,600,,76.38802721
2005-0690-THA,2005,Natural,Hydrological,Flood,Kill,Thailand,55,,700000,,700000,97000,76.38802721
2005-0694-VNM,2005,Natural,Hydrological,Flood,Kill,Viet Nam,69,,,18000,18000,27000,76.38802721
2005-0540-THA,2005,Natural,Meteorological,Storm,Kill,Thailand,10,,2000,,2000,20000,76.38802721
2005-0430-MYS,2005,Natural,Climatological,Wildfire,Declar,Malaysia,,,,,,,76.38802721
2005-0430-THA,2005,Natural,Climatological,Wildfire,Declar,Thailand,,,,,,,76.38802721
2005-0303-THA,2005,Natural,Meteorological,Storm,Affected,Thailand,,,1500,,1500,246,76.38802721
2005-0315-VNM,2005,Natural,Hydrological,Flood,Affected,Viet Nam,,3,385,205,593,,76.38802721
2005-0536-VNM,2005,Natural,Meteorological,Storm,Kill,Viet Nam,8,,8500,,8500,20000,76.38802721
2005-0533-MMR,2005,Natural,Hydrological,Landslide,Kill,Myanmar,17,16,,,16,,76.38802721
2005-0476-VNM,2005,Natural,Meteorological,Storm,Kill,Viet Nam,13,,6500,,6500,,76.38802721
2005-0690-MYS,2005,Natural,Hydrological,Flood,Kill,Malaysia,9,,30000,,30000,,76.38802721
2005-0284-PHL,2005,Natural,Hydrological,Flood,Affected,Philippines (the),1,,100,,100,,76.38802721
2005-0435-THA,2005,Natural,Hydrological,Flood,Kill,Thailand,21,40,119270,,119310,121000,76.38802721
2005-9153-THA,2005,Natural,Climatological,Drought,SigDam,Thailand,,,,,,420000,76.38802721
2005-0628-VNM,2005,Natural,Hydrological,Flood,Kill,Viet Nam,67,,33800,,33800,12000,76.38802721
2005-0822-VNM,2005,Natural,Hydrological,Flood,Affected,Viet Nam,39,,30000,,30000,,76.38802721
2005-0584-VNM,2005,Natural,Hydrological,Flood,Kill,Viet Nam,17,,10000,,10000,15000,76.38802721
2005-0611-VNM,2005,Natural,Meteorological,Storm,Kill,Viet Nam,20,,15000,,15000,11000,76.38802721
2005-9277-VNM,2005,Natural,Climatological,Drought,Affected,Viet Nam,,,410000,,410000,42120,76.38802721
2005-0761-VNM,2005,Natural,Biological,Epidemic,Kill,Viet Nam,16,,83,,83,,76.38802721
2006-0251-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),41,,42000,,42000,3328,78.85225551
2006-0362-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),37,,51680,,51680,3000,78.85225551
2006-0517-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),228,406,3842000,,3842406,113000,78.85225551
2006-0600-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),34,58,282963,,283021,9077,78.85225551
2006-0362-VNM,2006,Natural,Meteorological,Storm,Kill,Viet Nam,17,,,2000,2000,,78.85225551
2006-0648-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),1399,2143,2560374,,2562517,66400,78.85225551
2006-0680-MYS,2006,Natural,Hydrological,Flood,Kill,Malaysia,6,,100000,,100000,22000,78.85225551
2006-0702-PHL,2006,Natural,Hydrological,Flood,Affected,Philippines (the),,,415618,,415618,3395,78.85225551
2006-0610-PHL,2006,Natural,Meteorological,Storm,Affected,Philippines (the),6,10,21250,,21260,,78.85225551
2006-0448-PHL,2006,Natural,Hydrological,Flood,Kill,Philippines (the),26,,15000,,15000,,78.85225551
2006-0270-THA,2006,Natural,Hydrological,Flood,Kill,Thailand,116,,342895,,342895,25000,78.85225551
2006-0530-THA,2006,Natural,Hydrological,Flood,Kill,Thailand,164,,2212413,,2212413,9940,78.85225551
2006-0429-VNM,2006,Natural,Hydrological,Flood,Kill,Viet Nam,12,,,2000,2000,,78.85225551
2006-0446-VNM,2006,Natural,Hydrological,Flood,Kill,Viet Nam,42,20,50000,,50020,8000,78.85225551
2006-0605-PHL,2006,Natural,Hydrological,Flood,Affected,Philippines (the),2,,40000,,40000,763,78.85225551
2006-0659-VNM,2006,Natural,Meteorological,Storm,Kill,Viet Nam,13,,,,,10000,78.85225551
2006-0211-VNM,2006,Natural,Meteorological,Storm,Affected,Viet Nam,1,5,1000,,1005,,78.85225551
2006-0388-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),4,,200355,,200355,471,78.85225551
2006-0415-PHL,2006,Natural,Meteorological,Storm,Affected,Philippines (the),8,,476027,,476027,645,78.85225551
2006-0241-MMR,2006,Natural,Meteorological,Storm,Affected,Myanmar,34,31,60075,,60106,,78.85225551
2006-0648-VNM,2006,Natural,Meteorological,Storm,Kill,Viet Nam,95,1360,975000,250000,1226360,456000,78.85225551
2006-0126-TLS,2006,Natural,Meteorological,Storm,Affected,Timor-Leste,,,8730,,8730,,78.85225551
2006-0544-MMR,2006,Natural,Hydrological,Flood,Kill,Myanmar,25,,10000,,10000,,78.85225551
2006-0037-MYS,2006,Natural,Hydrological,Flood,Affected,Malaysia,,,1112,,1112,,78.85225551
2006-0113-MYS,2006,Natural,Hydrological,Flood,Affected,Malaysia,,,4906,,4906,,78.85225551
2006-0226-MYS,2006,Natural,Hydrological,Flood,Affected,Malaysia,,,500,,500,,78.85225551
2006-0450-PHL,2006,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,43849,,43849,,78.85225551
2006-0040-PHL,2006,Natural,Hydrological,Flood,Affected,Philippines (the),4,,256641,,256641,9600,78.85225551
2006-0137-PHL,2006,Natural,Hydrological,Flood,Affected,Philippines (the),1,,1000,,1000,,78.85225551
2006-0563-PHL,2006,Natural,Hydrological,Flood,Affected,Philippines (the),3,,4250,,4250,399,78.85225551
2006-0439-PHL,2006,Natural,Hydrological,Landslide,Kill,Philippines (the),6,,1200,,1200,,78.85225551
2006-0087-PHL,2006,Natural,Hydrological,Landslide,Kill,Philippines (the),11,25,7500,,7525,,78.85225551
2006-0096-PHL,2006,Natural,Hydrological,Landslide,Kill,Philippines (the),1126,19,5907,,5926,2203,78.85225551
2006-0410-PHL,2006,Natural,Meteorological,Storm,Kill,Philippines (the),6,,15000,,15000,135000,78.85225551
2006-0667-PHL,2006,Natural,Meteorological,Storm,Affected,Philippines (the),42,42,327500,,327542,,78.85225551
2006-0113-THA,2006,Natural,Hydrological,Flood,Affected,Thailand,,,2000,,2000,,78.85225551
2006-0366-VNM,2006,Natural,Hydrological,Flood,Affected,Viet Nam,4,100,,,100,1000,78.85225551
2006-0451-VNM,2006,Natural,Hydrological,Flood,Affected,Viet Nam,60,,,,,,78.85225551
2006-0736-VNM,2006,Natural,Hydrological,Flood,Kill,Viet Nam,60,,,,,,78.85225551
2006-0251-VNM,2006,Natural,Meteorological,Storm,Kill,Viet Nam,204,,600000,,600000,,78.85225551
2006-0517-VNM,2006,Natural,Meteorological,Storm,Kill,Viet Nam,71,525,1368720,98680,1467925,624000,78.85225551
2007-0161-MMR,2007,Natural,Hydrological,Flood,Kill,Myanmar,,,,,,,81.10165893
2007-0022-PHL,2007,Natural,Hydrological,Flood,Affected,Philippines (the),9,,24508,,24508,4080,81.10165893
2007-0142-THA,2007,Natural,Hydrological,Flood,Kill,Thailand,38,,,,,,81.10165893
2007-0021-MYS,2007,Natural,Hydrological,Flood,Kill,Malaysia,17,,137533,,137533,605000,81.10165893
2007-0346-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),7,7,921455,,921462,492,81.10165893
2007-0463-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),8,,2000,,2000,,81.10165893
2007-0576-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),29,6,443109,,443115,5000,81.10165893
2007-0578-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),20,11,35322,,35333,1000,81.10165893
2007-0667-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),11,,12515,,12515,260,81.10165893
2007-0283-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,58,,5000,,5000,,81.10165893
2007-0312-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,88,12,3377,,3389,,81.10165893
2007-0610-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,127,95,259545,9875,269515,,81.10165893
2007-0447-IDN,2007,Natural,Hydrological,Flood,Affected,Indonesia,4,,1000,,1000,,81.10165893
2007-0553-PHL,2007,Natural,Hydrological,Flood,Kill,Philippines (the),11,,16463,,16463,2520,81.10165893
2007-0525-PHL,2007,Natural,Hydrological,Flood,Kill,Philippines (the),20,,,,,,81.10165893
2007-0440-IDN,2007,Natural,Geophysical,Earthquake,Kill,Indonesia,25,82,422685,36800,459567,500000,81.10165893
2007-0409-MMR,2007,Natural,Hydrological,Flood,Affected,Myanmar,,55,61689,,61744,,81.10165893
2007-0380-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),3,,380000,,380000,492,81.10165893
2007-0457-PHL,2007,Natural,Meteorological,Storm,Kill,Philippines (the),2,,30000,,30000,,81.10165893
2007-0668-PHL,2007,Natural,Meteorological,Storm,Affected,Philippines (the),1,,64000,,64000,,81.10165893
2007-0485-IDN,2007,Natural,Geophysical,Earthquake,Affected,Indonesia,,19,450,,469,,81.10165893
2007-0565-IDN,2007,Natural,Geophysical,Earthquake,Affected,Indonesia,3,1800,20000,,21800,,81.10165893
2007-0259-IDN,2007,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,9758,,9758,,81.10165893
2007-0511-IDN,2007,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,22154,,22154,,81.10165893
2007-0175-IDN,2007,Natural,Hydrological,Flood,Affected,Indonesia,4,,60000,,60000,,81.10165893
2007-0309-IDN,2007,Natural,Hydrological,Flood,Kill,Indonesia,15,,2000,,2000,,81.10165893
2007-0274-IDN,2007,Natural,Biological,Epidemic,Kill,Indonesia,365,,34542,,34542,,81.10165893
2007-0651-IDN,2007,Natural,Biological,Epidemic,Kill,Indonesia,16,,312,,312,,81.10165893
2007-0410-KHM,2007,Natural,Hydrological,Flood,Affected,Cambodia,2,,19000,,19000,1000,81.10165893
2007-0274-KHM,2007,Natural,Biological,Epidemic,Kill,Cambodia,182,,17000,,17000,,81.10165893
2007-0186-MMR,2007,Natural,Hydrological,Flood,Affected,Myanmar,5,,3000,,3000,,81.10165893
2007-0318-MMR,2007,Natural,Hydrological,Flood,Affected,Myanmar,,55,97628,4237,101920,,81.10165893
2007-0274-MMR,2007,Natural,Biological,Epidemic,Kill,Myanmar,30,,,,,,81.10165893
2007-0611-MYS,2007,Natural,Hydrological,Flood,Kill,Malaysia,29,,,29000,29000,363000,81.10165893
2007-0274-MYS,2007,Natural,Biological,Epidemic,Kill,Malaysia,56,,,,,,81.10165893
2007-0669-PHL,2007,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,14036,,14036,,81.10165893
2007-0577-PHL,2007,Natural,Hydrological,Flood,Affected,Philippines (the),,,33571,,33571,,81.10165893
2007-0665-PHL,2007,Natural,Hydrological,Flood,Affected,Philippines (the),,,12205,,12205,,81.10165893
2007-0560-PHL,2007,Natural,Meteorological,Storm,Affected,Philippines (the),8,,33884,,33884,2971,81.10165893
2008-0249-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),644,826,4784634,,4785460,284694,84.21522909
2008-0197-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),64,33,1496635,,1496668,99174,84.21522909
2008-0092-IDN,2008,Natural,Hydrological,Flood,Kill,Indonesia,11,,3500,,3500,,84.21522909
2008-0526-IDN,2008,Natural,Hydrological,Flood,Kill,Indonesia,33,,83000,1420,84420,,84.21522909
2008-0452-LAO,2008,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),6,,204190,,204190,,84.21522909
2008-0570-MYS,2008,Natural,Hydrological,Flood,Affected,Malaysia,,,2000,,2000,,84.21522909
2008-0077-PHL,2008,Natural,Hydrological,Flood,Kill,Philippines (the),63,37,875306,,875343,30733,84.21522909
2008-0426-PHL,2008,Natural,Meteorological,Storm,Affected,Philippines (the),37,17,41630,4485,46132,7420,84.21522909
2008-0108-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,3,,12000,,12000,,84.21522909
2008-0184-MMR,2008,Natural,Meteorological,Storm,Kill,Myanmar,138366,20000,2400000,,2420000,4000000,84.21522909
2008-0292-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),10,2,22079,,22081,40,84.21522909
2008-0329-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),2,,4498,,4498,,84.21522909
2008-0540-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),19,14,300,160,474,,84.21522909
2008-0609-PHL,2008,Natural,Meteorological,Storm,Affected,Philippines (the),1,40,8350,,8390,280,84.21522909
2008-0621-PHL,2008,Natural,Meteorological,Storm,Affected,Philippines (the),2,1,31129,,31130,147,84.21522909
2008-0071-IDN,2008,Natural,Geophysical,Earthquake,Waiting,Indonesia,3,25,,,25,,84.21522909
2008-0403-IDN,2008,Natural,Geophysical,Earthquake,Affected,Indonesia,2,60,565,,625,,84.21522909
2008-0536-IDN,2008,Natural,Geophysical,Earthquake,Affected,Indonesia,6,77,10000,,10077,,84.21522909
2008-0162-IDN,2008,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,600,,600,,84.21522909
2008-0067-IDN,2008,Natural,Hydrological,Flood,Kill,Indonesia,14,,7000,,7000,,84.21522909
2008-0176-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,,,34514,,34514,,84.21522909
2008-0013-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,,,1000,,1000,,84.21522909
2008-0042-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,3,,88261,1500,89761,,84.21522909
2008-0052-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,3,,40000,,40000,653,84.21522909
2008-0128-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,,,60000,,60000,,84.21522909
2008-0383-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,16,,118000,,118000,1080,84.21522909
2008-0618-IDN,2008,Natural,Hydrological,Flood,Affected,Indonesia,5,,11000,,11000,,84.21522909
2008-0635-IDN,2008,Natural,Hydrological,Flood,Kill,Indonesia,24,,15000,,15000,,84.21522909
2008-0189-IDN,2008,Natural,Hydrological,Landslide,Kill,Indonesia,21,,,,,,84.21522909
2008-0634-MYS,2008,Natural,Hydrological,Flood,Affected,Malaysia,,,6000,,6000,,84.21522909
2008-0347-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),1,,1000,,1000,,84.21522909
2008-0545-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),10,,239763,,239763,4088,84.21522909
2008-0571-PHL,2008,Natural,Hydrological,Flood,Kill,Philippines (the),29,,,50000,50000,,84.21522909
2008-0608-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),,,39530,,39530,,84.21522909
2008-0611-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),,,29184,,29184,446,84.21522909
2008-0620-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),7,1,2390,,2391,173,84.21522909
2008-0622-PHL,2008,Natural,Hydrological,Flood,Affected,Philippines (the),6,3,365675,,365678,4137,84.21522909
2008-0393-PHL,2008,Natural,Hydrological,Landslide,Kill,Philippines (the),24,28,5000,,5028,,84.21522909
2008-0155-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),1,,,,,16000,84.21522909
2008-0369-PHL,2008,Natural,Meteorological,Storm,Kill,Philippines (the),38,13,429450,,429463,33870,84.21522909
2008-0623-PHL,2008,Natural,Meteorological,Storm,Affected,Philippines (the),1,,27683,,27683,,84.21522909
2009-0174-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),29,8,383457,,383465,25810,83.91580741
2009-0165-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),77,53,400954,,401007,30342,83.91580741
2009-0239-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),16,5,110400,,110405,4281,83.91580741
2009-0063-IDN,2009,Natural,Hydrological,Flood,Kill,Indonesia,18,,12000,,12000,,83.91580741
2009-0023-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),33,15,537976,,537991,6354,83.91580741
2009-0121-IDN,2009,Natural,Hydrological,Flood,Kill,Indonesia,64,,1600,,1600,,83.91580741
2009-0001-IDN,2009,Natural,Geophysical,Earthquake,Affected,Indonesia,5,250,4000,,4250,10000,83.91580741
2009-0112-IDN,2009,Natural,Geophysical,Earthquake,Affected,Indonesia,,64,2985,,3049,9000,83.91580741
2009-0049-IDN,2009,Natural,Hydrological,Landslide,Kill,Indonesia,15,,5,,5,,83.91580741
2009-0251-MMR,2009,Natural,Hydrological,Landslide,Kill,Myanmar,24,,1351,,1351,,83.91580741
2009-0193-PHL,2009,Natural,Meteorological,Storm,Affected,Philippines (the),,,,100,100,5,83.91580741
2009-0027-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,1345,,1345,,83.91580741
2009-0194-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,34325,,34325,,83.91580741
2009-0267-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,920,,920,,83.91580741
2009-0026-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,1300,,1300,,83.91580741
2009-0195-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),,,715,,715,,83.91580741
2009-0192-PHL,2009,Natural,Hydrological,Landslide,Kill,Philippines (the),10,16,,,16,,83.91580741
2009-0265-PHL,2009,Natural,Meteorological,Storm,Affected,Philippines (the),5,1,248057,,248058,,83.91580741
2007-0676-TLS,2007,Natural,Hydrological,Flood,Waiting,Timor-Leste,,,,,,,81.10165893
2007-0398-TLS,2007,Natural,Hydrological,Flood,Affected,Timor-Leste,1,,947,,947,,81.10165893
2007-0611-THA,2007,Natural,Hydrological,Flood,Kill,Thailand,3,,65000,,65000,,81.10165893
2007-0463-VNM,2007,Natural,Meteorological,Storm,Kill,Viet Nam,96,150,637755,47525,685430,191000,81.10165893
2007-9347-PHL,2007,Natural,Climatological,Drought,Declar,Philippines (the),,,,,,,81.10165893
2007-0181-THA,2007,Natural,Hydrological,Flood,Affected,Thailand,,,1000,,1000,,81.10165893
2007-0446-THA,2007,Natural,Hydrological,Flood,Affected,Thailand,10,,17000,,17000,,81.10165893
2007-0530-THA,2007,Natural,Hydrological,Flood,Affected,Thailand,2,,100000,,100000,1500,81.10165893
2007-0323-VNM,2007,Natural,Hydrological,Flood,Kill,Viet Nam,74,130,416000,,416130,130000,81.10165893
2007-0558-VNM,2007,Natural,Hydrological,Flood,Kill,Viet Nam,55,,150000,,150000,350000,81.10165893
2007-0512-VNM,2007,Natural,Hydrological,Flood,Kill,Viet Nam,15,,22000,,22000,10000,81.10165893
2007-0522-VNM,2007,Natural,Hydrological,Flood,Kill,Viet Nam,83,42,94000,,94042,300000,81.10165893
2007-0274-VNM,2007,Natural,Biological,Epidemic,Kill,Viet Nam,27,,,,,,81.10165893
2007-0531-VNM,2007,Natural,Hydrological,Flood,Affected,Viet Nam,3,,280000,,280000,,81.10165893
2007-9650-TLS,2007,Natural,Climatological,Drought,Waiting,Timor-Leste,,,,,,,81.10165893
2008-0329-VNM,2008,Natural,Meteorological,Storm,Kill,Viet Nam,162,90,52630,4910,57630,120000,84.21522909
2008-0426-VNM,2008,Natural,Meteorological,Storm,Affected,Viet Nam,46,61,51755,6695,58511,63000,84.21522909
2008-0481-VNM,2008,Natural,Hydrological,Flood,Kill,Viet Nam,29,4,12000,,12004,4000,84.21522909
2008-0373-VNM,2008,Natural,Hydrological,Flood,Kill,Viet Nam,16,,,,,,84.21522909
2008-0501-VNM,2008,Natural,Hydrological,Flood,Kill,Viet Nam,99,,600000,,600000,479000,84.21522909
2008-0184-THA,2008,Natural,Meteorological,Storm,Kill,Thailand,,,,1000,1000,,84.21522909
2008-0329-THA,2008,Natural,Meteorological,Storm,Kill,Thailand,,,,,,,84.21522909
2008-0437-VNM,2008,Natural,Meteorological,Storm,Kill,Viet Nam,18,,30860,820,31680,6500,84.21522909
2008-0540-VNM,2008,Natural,Meteorological,Storm,Kill,Viet Nam,11,,,,,,84.21522909
2008-0552-VNM,2008,Natural,Meteorological,Storm,Kill,Viet Nam,17,8,8585,235,8828,1000,84.21522909
2008-0547-THA,2008,Natural,Hydrological,Flood,Affected,Thailand,21,,700000,,700000,11500,84.21522909
2008-0634-THA,2008,Natural,Hydrological,Flood,Affected,Thailand,,,32584,,32584,344,84.21522909
2008-0430-THA,2008,Natural,Hydrological,Flood,Kill,Thailand,18,,839573,,839573,16000,84.21522909
2008-9154-THA,2008,Natural,Climatological,Drought,Affected,Thailand,,,10000000,,10000000,,84.21522909
2008-0262-VNM,2008,Natural,Hydrological,Flood,Affected,Viet Nam,4,,500,,500,,84.21522909
2008-0607-VNM,2008,Natural,Hydrological,Flood,Affected,Viet Nam,9,,20000,,20000,,84.21522909
2009-0247-VNM,2009,Natural,Hydrological,Flood,Kill,Viet Nam,20,,700000,,700000,,83.91580741
2009-0373-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),15,,388373,,388373,6303,83.91580741
2009-0374-PHL,2009,Natural,Meteorological,Storm,Affected,Philippines (the),3,3,48330,,48333,,83.91580741
2009-0422-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),512,207,4478284,,4478491,585379,83.91580741
2009-0421-IDN,2009,Natural,Geophysical,Earthquake,Kill,Indonesia,1195,1798,2500000,,2501798,2200000,83.91580741
2009-0321-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),26,18,94211,,94229,25000,83.91580741
2009-0354-IDN,2009,Natural,Geophysical,Earthquake,Kill,Indonesia,128,1442,338350,,339792,160000,83.91580741
2009-0289-PHL,2009,Natural,Hydrological,Flood,Affected,Philippines (the),22,,505102,,505102,22960,83.91580741
2009-0360-PHL,2009,Natural,Meteorological,Storm,Affected,Philippines (the),1,,95700,,95700,,83.91580741
2009-0478-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),39,20,802155,,802175,15194,83.91580741
2009-0521-PHL,2009,Natural,Meteorological,Storm,Affected,Philippines (the),4,13,48129,,48142,12,83.91580741
2009-0574-PHL,2009,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,47137,,47137,,83.91580741
2009-0414-LAO,2009,Natural,Meteorological,Storm,Kill,Lao People's Democratic Republic (the),16,91,128796,,128887,100000,83.91580741
2009-0414-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),501,529,4901234,,4901763,237489,83.91580741
2009-0606-PHL,2009,Natural,Meteorological,Storm,Kill,Philippines (the),14,10,221412,,221422,2888,83.91580741
2009-0479-IDN,2009,Natural,Geophysical,Earthquake,Affected,Indonesia,2,100,1410,,1510,2430,83.91580741
